,TYPE,YEAR,MONTH,HUNDRED_BLOCK,h_block,full_address,lat,lon,lat_offset,lon_offset,cid
4095,Theft From Auto Under $5000,2007,4,7XX W 68TH AVE,700 W 68TH AVE,"700 W 68TH AVE , Vancouver, BC, Canada",49.2101151,-123.1204526,49.21024441,-123.1200693,1
4096,Theft From Auto Under $5000,2007,4,15XX DAVIE ST,1500 DAVIE ST,"1500 DAVIE ST , Vancouver, BC, Canada",49.2844263,-123.1377618,49.2846595,-123.1373705,1
4097,Theft From Auto Under $5000,2007,4,24XX TRIUMPH ST,2400 TRIUMPH ST,"2400 TRIUMPH ST , Vancouver, BC, Canada",49.2837651,-123.056318,49.28411288,-123.0560494,1
4098,Theft From Auto Under $5000,2007,4,32XX W 34TH AVE,3200 W 34TH AVE,"3200 W 34TH AVE , Vancouver, BC, Canada",49.2412451,-123.1759606,49.2414553,-123.1756547,1
4099,Theft From Auto Under $5000,2007,4,HAMILTON ST / W GEORGIA ST,HAMILTON ST / W GEORGIA ST,"HAMILTON ST & W GEORGIA ST , Vancouver, BC, Canada",49.27998,-123.11419,49.28024429,-123.1137373,1
4100,Theft From Auto Under $5000,2007,4,3XX W GEORGIA ST,300 W GEORGIA ST,"300 W GEORGIA ST , Vancouver, BC, Canada",49.28008,-123.11534,49.28057415,-123.1150301,1
4101,Theft From Auto Under $5000,2007,4,11XX W HASTINGS ST,1100 W HASTINGS ST,"1100 W HASTINGS ST , Vancouver, BC, Canada",49.2878376,-123.1199394,49.28812655,-123.1195716,1
4102,Theft From Auto Under $5000,2007,4,4XX BLOCK W PENDER ST,400 BLOCK W PENDER ST,"400 BLOCK W PENDER ST , Vancouver, BC, Canada",49.2827245,-123.1121155,49.28300286,-123.1117143,1
4103,Theft From Auto Under $5000,2007,4,14XX BLOCK KINGSWAY AVE,1400 BLOCK KINGSWAY AVE,"1400 BLOCK KINGSWAY AVE , Vancouver, BC, Canada",49.2499019,-123.0759358,49.25020163,-123.0754386,1
4104,Theft From Auto Under $5000,2007,4,34XX CROWLEY DR,3400 CROWLEY DR,"3400 CROWLEY DR , Vancouver, BC, Canada",49.2372041,-123.0325142,49.23747668,-123.0320958,1
4105,Theft From Auto Under $5000,2007,4,16XX ALBERNI ST,1600 ALBERNI ST,"1600 ALBERNI ST , Vancouver, BC, Canada",49.2901167,-123.1315032,49.29058729,-123.1312922,1
4106,Theft From Auto Under $5000,2007,4,8XX LAGOON DR,800 LAGOON DR,"800 LAGOON DR , Vancouver, BC, Canada",49.2932736,-123.1384823,49.2934935,-123.1383371,1
4107,Theft From Auto Under $5000,2007,4,35XX GRANDVIEW HWY,3500 GRANDVIEW HWY,"3500 GRANDVIEW HWY , Vancouver, BC, Canada",49.2580151,-123.0282996,49.25835264,-123.0278238,1
4108,Theft From Auto Under $5000,2007,4,23XX BLOCK ST CATHERINES ST,2300 BLOCK ST CATHERINES ST,"2300 BLOCK ST CATHERINES ST , Vancouver, BC, Canada",49.2641623,-123.0849846,49.26450648,-123.0845278,1
4109,Theft From Auto Under $5000,2007,4,8XX E 7TH AVE,800 E 7TH AVE,"800 E 7TH AVE , Vancouver, BC, Canada",49.2642147,-123.0869205,49.26454765,-123.086589,1
4110,Theft From Auto Under $5000,2007,4,56XX BLOCK COLLEGE ST,5600 BLOCK COLLEGE ST,"5600 BLOCK COLLEGE ST , Vancouver, BC, Canada",49.2340812,-123.0443043,49.2342647,-123.0438419,1
4111,Theft From Auto Under $5000,2007,4,13XX HARO ST,1300 HARO ST,"1300 HARO ST , Vancouver, BC, Canada",49.2863061,-123.1298613,49.28665896,-123.1296282,1
4112,Theft From Auto Under $5000,2007,4,34XX BLOCK NORMANDY DR,3400 BLOCK NORMANDY DR,"3400 BLOCK NORMANDY DR , Vancouver, BC, Canada",49.2532313,-123.0300608,49.25363644,-123.0296871,1
4113,Theft From Auto Under $5000,2007,4,20XX W 45TH AVE,2000 W 45TH AVE,"2000 W 45TH AVE , Vancouver, BC, Canada",49.2306451,-123.1524106,49.23095509,-123.1519851,1
4114,Theft From Auto Under $5000,2007,4,CAMBIE ST / W 45TH AVE,CAMBIE ST / W 45TH AVE,"CAMBIE ST & W 45TH AVE , Vancouver, BC, Canada",49.22989,-123.11623,49.23002129,-123.1158566,1
4115,Theft From Auto Under $5000,2007,4,5XX HAMILTON ST,500 HAMILTON ST,"500 HAMILTON ST , Vancouver, BC, Canada",49.2818971,-123.1110026,49.28239635,-123.1105931,1
4116,Theft From Auto Under $5000,2007,4,25XX ONTARIO ST,2500 ONTARIO ST,"2500 ONTARIO ST , Vancouver, BC, Canada",49.2628359,-123.1046873,49.26324511,-123.1042799,1
4117,Theft From Auto Under $5000,2007,4,HELMCKEN ST / GRANVILLE ST,HELMCKEN ST / GRANVILLE ST,"HELMCKEN ST & GRANVILLE ST , Vancouver, BC, Canada",49.27821,-123.12462,49.27845309,-123.1241277,1
4118,Theft From Auto Under $5000,2007,4,1XX BLOCK E 50TH AVE,100 BLOCK E 50TH AVE,"100 BLOCK E 50TH AVE , Vancouver, BC, Canada",49.2246648,-123.1035732,49.22477663,-123.103201,1
4119,Theft From Auto Under $5000,2007,4,GORE AVE / E PENDER ST,GORE AVE / E PENDER ST,"GORE AVE & E PENDER ST , Vancouver, BC, Canada",49.28033,-123.09733,49.2807112,-123.0970952,1
4120,Theft From Auto Under $5000,2007,4,6XX GRANVILLE ST,600 GRANVILLE ST,"600 GRANVILLE ST , Vancouver, BC, Canada",49.2833707,-123.1165078,49.2838419,-123.1163664,1
4121,Theft From Auto Under $5000,2007,4,34XX KINGSWAY AVE,3400 KINGSWAY AVE,"3400 KINGSWAY AVE , Vancouver, BC, Canada",49.2325298,-123.0330701,49.23271667,-123.0328801,1
4122,Theft From Auto Under $5000,2007,4,14XX CHESTNUT ST,1400 CHESTNUT ST,"1400 CHESTNUT ST , Vancouver, BC, Canada",49.2733629,-123.1461451,49.27382132,-123.1457931,1
4123,Theft From Auto Under $5000,2007,4,32XX SCHOOL AVE,3200 SCHOOL AVE,"3200 SCHOOL AVE , Vancouver, BC, Canada",49.2327124,-123.0370101,49.23313356,-123.0365483,1
4124,Theft From Auto Under $5000,2007,4,11XX W HASTINGS ST,1100 W HASTINGS ST,"1100 W HASTINGS ST , Vancouver, BC, Canada",49.2878376,-123.1199394,49.28828232,-123.1197048,1
4125,Theft From Auto Under $5000,2007,4,SEYMOUR ST / W GEORGIA ST,SEYMOUR ST / W GEORGIA ST,"SEYMOUR ST & W GEORGIA ST , Vancouver, BC, Canada",49.28186,-123.11712,49.28212706,-123.1170016,1
4126,Theft From Auto Under $5000,2007,4,25XX ONTARIO ST,2500 ONTARIO ST,"2500 ONTARIO ST , Vancouver, BC, Canada",49.2628359,-123.1046873,49.26324933,-123.1043995,1
4127,Theft From Auto Under $5000,2007,4,14XX ROBSON ST,1400 ROBSON ST,"1400 ROBSON ST , Vancouver, BC, Canada",49.28807,-123.13081,49.28830999,-123.1306,1
4128,Theft From Auto Under $5000,2007,4,15XX BLOCK PENDRELL ST,1500 BLOCK PENDRELL ST,"1500 BLOCK PENDRELL ST , Vancouver, BC, Canada",49.28533,-123.13729,49.28546654,-123.1370135,1
4129,Theft From Auto Under $5000,2007,4,6XX MAIN ST,600 MAIN ST,"600 MAIN ST , Vancouver, BC, Canada",49.2793174,-123.0995343,49.27942824,-123.0993504,1
4130,Theft From Auto Under $5000,2007,4,26XX BLOCK BALACLAVA ST,2600 BLOCK BALACLAVA ST,"2600 BLOCK BALACLAVA ST , Vancouver, BC, Canada",49.2631433,-123.173786,49.26361329,-123.1735491,1
4131,Theft From Auto Under $5000,2007,4,38XX W 30TH AVE,3800 W 30TH AVE,"3800 W 30TH AVE , Vancouver, BC, Canada",49.2451147,-123.1883748,49.24534374,-123.1881345,1
4132,Theft From Auto Under $5000,2007,4,35XX GRANDVIEW HWY,3500 GRANDVIEW HWY,"3500 GRANDVIEW HWY , Vancouver, BC, Canada",49.2580151,-123.0282996,49.25815328,-123.0280466,1
4133,Theft From Auto Under $5000,2007,4,6XX E PENDER ST,600 E PENDER ST,"600 E PENDER ST , Vancouver, BC, Canada",49.2800651,-123.0912098,49.28053406,-123.0909637,1
4134,Theft From Auto Under $5000,2007,4,34XX W 41ST AVE,3400 W 41ST AVE,"3400 W 41ST AVE , Vancouver, BC, Canada",49.2346451,-123.1809841,49.23488396,-123.1805353,1
4135,Theft From Auto Under $5000,2007,4,25XX BLOCK PANDORA ST,2500 BLOCK PANDORA ST,"2500 BLOCK PANDORA ST , Vancouver, BC, Canada",49.2828551,-123.0542462,49.28332882,-123.0539832,1
4136,Theft From Auto Under $5000,2007,4,6XX RICHARDS ST,600 RICHARDS ST,"600 RICHARDS ST , Vancouver, BC, Canada",49.2820977,-123.1145466,49.28222233,-123.1143917,1
4137,Theft From Auto Under $5000,2007,4,14XX ROBSON ST,1400 ROBSON ST,"1400 ROBSON ST , Vancouver, BC, Canada",49.28807,-123.13081,49.28839162,-123.1304882,1
4138,Theft From Auto Under $5000,2007,4,11XX ROBSON ST,1100 ROBSON ST,"1100 ROBSON ST , Vancouver, BC, Canada",49.28457,-123.12536,49.28504333,-123.1249457,1
4139,Theft From Auto Under $5000,2007,4,11XX ROBSON ST,1100 ROBSON ST,"1100 ROBSON ST , Vancouver, BC, Canada",49.28457,-123.12536,49.28490902,-123.1250131,1
4140,Theft From Auto Under $5000,2007,4,54XX BLOCK MCKINNON ST,5400 BLOCK MCKINNON ST,"5400 BLOCK MCKINNON ST , Vancouver, BC, Canada",49.2348496,-123.0378545,49.23496364,-123.0373894,1
4141,Theft From Auto Under $5000,2007,4,5XX TAYLOR ST,500 TAYLOR ST,"500 TAYLOR ST , Vancouver, BC, Canada",49.2805107,-123.105474,49.28097838,-123.1052982,1
4142,Theft From Auto Under $5000,2007,4,11XX W HASTINGS ST,1100 W HASTINGS ST,"1100 W HASTINGS ST , Vancouver, BC, Canada",49.2878376,-123.1199394,49.28810407,-123.1196753,1
4143,Theft From Auto Under $5000,2007,4,14XX W HASTINGS ST,1400 W HASTINGS ST,"1400 W HASTINGS ST , Vancouver, BC, Canada",49.2898874,-123.1270573,49.29011714,-123.1269489,1
4144,Theft From Auto Under $5000,2007,4,36XX W 17TH AVE,3600 W 17TH AVE,"3600 W 17TH AVE , Vancouver, BC, Canada",49.2572054,-123.1853636,49.25764254,-123.1849037,1
4145,Theft From Auto Under $5000,2007,4,2XX E 38TH AVE,200 E 38TH AVE,"200 E 38TH AVE , Vancouver, BC, Canada",49.2362151,-123.1014088,49.23670671,-123.1010111,1
4146,Theft From Auto Under $5000,2007,4,1XX W 18TH AVE,100 W 18TH AVE,"100 W 18TH AVE , Vancouver, BC, Canada",49.2545951,-123.1073938,49.25483404,-123.1070024,1
4147,Theft From Auto Under $5000,2007,4,SW MARINE DR / W 70TH AVE,SW MARINE DR / W 70TH AVE,"SW MARINE DR & W 70TH AVE , Vancouver, BC, Canada",49.20828,-123.12155,49.20856051,-123.1214261,1
4148,Theft From Auto Under $5000,2007,4,11XX W HASTINGS ST,1100 W HASTINGS ST,"1100 W HASTINGS ST , Vancouver, BC, Canada",49.2878376,-123.1199394,49.28814319,-123.1196962,1
4149,Theft From Auto Under $5000,2007,4,36XX W 17TH AVE,3600 W 17TH AVE,"3600 W 17TH AVE , Vancouver, BC, Canada",49.2572054,-123.1853636,49.25734497,-123.1852601,1
4150,Theft From Auto Under $5000,2007,4,14XX W HASTINGS ST,1400 W HASTINGS ST,"1400 W HASTINGS ST , Vancouver, BC, Canada",49.2898874,-123.1270573,49.29023132,-123.1268195,1
4151,Theft From Auto Under $5000,2007,4,14XX W 47TH AVE,1400 W 47TH AVE,"1400 W 47TH AVE , Vancouver, BC, Canada",49.2286052,-123.1375765,49.22901405,-123.1373751,1
4152,Theft From Auto Under $5000,2007,4,25XX SE MARINE DR,2500 SE MARINE DR,"2500 SE MARINE DR , Vancouver, BC, Canada",49.2070153,-123.055976,49.20726367,-123.0556391,1
4153,Theft From Auto Under $5000,2007,4,22XX W 4TH AVE,2200 W 4TH AVE,"2200 W 4TH AVE , Vancouver, BC, Canada",49.26791,-123.15588,49.26823396,-123.1555265,1
4154,Theft From Auto Under $5000,2007,4,GRANVILLE ST / HELMCKEN ST,GRANVILLE ST / HELMCKEN ST,"GRANVILLE ST & HELMCKEN ST , Vancouver, BC, Canada",49.27821,-123.12462,49.27841253,-123.1244204,1
4155,Theft From Auto Under $5000,2007,4,HOMER ST / W GEORGIA ST,HOMER ST / W GEORGIA ST,"HOMER ST & W GEORGIA ST , Vancouver, BC, Canada",49.2806,-123.11518,49.28105968,-123.1147453,1
4156,Theft From Auto Under $5000,2007,4,20XX BLOCK WHYTE AVE,2000 BLOCK WHYTE AVE,"2000 BLOCK WHYTE AVE , Vancouver, BC, Canada",49.2752451,-123.1502727,49.27567063,-123.1499373,1
4157,Theft From Auto Under $5000,2007,4,2XX UNION ST,200 UNION ST,"200 UNION ST , Vancouver, BC, Canada",49.2775444,-123.0995769,49.27798765,-123.0994016,1
4158,Theft From Auto Under $5000,2007,4,2XX W 12TH AVE,200 W 12TH AVE,"200 W 12TH AVE , Vancouver, BC, Canada",49.2601951,-123.1097407,49.26068355,-123.1094845,1
4159,Theft From Auto Under $5000,2007,4,15XX MARINER WALK,1500 MARINER WALK,"1500 MARINER WALK , Vancouver, BC, Canada",49.2698514,-123.1392441,49.2700763,-123.1389444,1
4160,Theft From Auto Under $5000,2007,4,16XX BLOCK WOODLAND DR,1600 BLOCK WOODLAND DR,"1600 BLOCK WOODLAND DR , Vancouver, BC, Canada",49.2703879,-123.0733851,49.27080413,-123.0730957,1
4161,Theft From Auto Under $5000,2007,4,3XX BLOCK POWELL ST,300 BLOCK POWELL ST,"300 BLOCK POWELL ST , Vancouver, BC, Canada",49.28288,-123.09741,49.28325801,-123.0970111,1
4162,Theft From Auto Under $5000,2007,4,11XX BLOCK RICHARDS ST,1100 BLOCK RICHARDS ST,"1100 BLOCK RICHARDS ST , Vancouver, BC, Canada",49.2767196,-123.1227066,49.27693157,-123.1222407,1
4163,Theft From Auto Under $5000,2007,4,6XX E PENDER ST,600 E PENDER ST,"600 E PENDER ST , Vancouver, BC, Canada",49.2800651,-123.0912098,49.28024383,-123.091076,1
4164,Theft From Auto Under $5000,2007,4,UNION ST / MAIN ST,UNION ST / MAIN ST,"UNION ST & MAIN ST , Vancouver, BC, Canada",49.27769,-123.09981,49.27809574,-123.0997054,1
4165,Theft From Auto Under $5000,2007,4,ROBSON ST / SEYMOUR ST,ROBSON ST / SEYMOUR ST,"ROBSON ST & SEYMOUR ST , Vancouver, BC, Canada",49.28074,-123.11884,49.28089176,-123.1185276,1
4166,Theft From Auto Under $5000,2007,4,1XX W 3RD AVE,100 W 3RD AVE,"100 W 3RD AVE , Vancouver, BC, Canada",49.2681951,-123.1068335,49.26854873,-123.1066477,1
4167,Theft From Auto Under $5000,2007,4,10XX MARINASIDE CRES,1000 MARINASIDE CRES,"1000 MARINASIDE CRES , Vancouver, BC, Canada",49.2732289,-123.114997,49.27339304,-123.1146117,1
4168,Theft From Auto Under $5000,2007,4,PRINCESS AVE / E CORDOVA ST,PRINCESS AVE / E CORDOVA ST,"PRINCESS AVE & E CORDOVA ST , Vancouver, BC, Canada",49.28214,-123.09137,49.28248568,-123.0909628,1
4169,Theft From Auto Under $5000,2007,4,34XX KINGSWAY AVE,3400 KINGSWAY AVE,"3400 KINGSWAY AVE , Vancouver, BC, Canada",49.2325298,-123.0330701,49.23280891,-123.0325861,1
4170,Theft From Auto Under $5000,2007,4,40XX W 18TH AVE,4000 W 18TH AVE,"4000 W 18TH AVE , Vancouver, BC, Canada",49.2563951,-123.1937312,49.2566196,-123.1932758,1
4171,Theft From Auto Under $5000,2007,4,5XX RICHARDS ST,500 RICHARDS ST,"500 RICHARDS ST , Vancouver, BC, Canada",49.2831573,-123.1129627,49.28344056,-123.1125725,1
4172,Theft From Auto Under $5000,2007,4,1XX BLOCK UNION ST,100 BLOCK UNION ST,"100 BLOCK UNION ST , Vancouver, BC, Canada",49.2775153,-123.1018806,49.27772665,-123.1014847,1
4173,Theft From Auto Under $5000,2007,4,45XX BLENHEIM ST,4500 BLENHEIM ST,"4500 BLENHEIM ST , Vancouver, BC, Canada",49.2459964,-123.1784751,49.24639451,-123.1783565,1
4174,Theft From Auto Under $5000,2007,4,6XX BURRARD ST,600 BURRARD ST,"600 BURRARD ST , Vancouver, BC, Canada",49.2853344,-123.1194187,49.28572639,-123.1193052,1
4175,Theft From Auto Under $5000,2007,4,DAVIE ST / JERVIS ST,DAVIE ST / JERVIS ST,"DAVIE ST & JERVIS ST , Vancouver, BC, Canada",49.2828,-123.13492,49.28324387,-123.134432,1
4176,Theft From Auto Under $5000,2007,4,3XX W GEORGIA ST,300 W GEORGIA ST,"300 W GEORGIA ST , Vancouver, BC, Canada",49.28008,-123.11534,49.28046553,-123.1151887,1
4177,Theft From Auto Under $5000,2007,4,60XX BLOCK GRANVILLE ST,6000 BLOCK GRANVILLE ST,"6000 BLOCK GRANVILLE ST , Vancouver, BC, Canada",49.2316383,-123.1394861,49.23180781,-123.1390891,1
4178,Theft From Auto Under $5000,2007,4,23XX BLOCK W 5TH AVE,2300 BLOCK W 5TH AVE,"2300 BLOCK W 5TH AVE , Vancouver, BC, Canada",49.2672151,-123.1577034,49.26736341,-123.1573443,1
4179,Theft From Auto Under $5000,2007,4,DRAKE ST / SEYMOUR ST,DRAKE ST / SEYMOUR ST,"DRAKE ST & SEYMOUR ST , Vancouver, BC, Canada",49.2755,-123.12684,49.27576451,-123.1266792,1
4180,Theft From Auto Under $5000,2007,4,5XX BLOCK E 5TH AVE,500 BLOCK E 5TH AVE,"500 BLOCK E 5TH AVE , Vancouver, BC, Canada",49.2660847,-123.0927606,49.26630876,-123.0924692,1
4181,Theft From Auto Under $5000,2007,4,8XX BURRARD ST,800 BURRARD ST,"800 BURRARD ST , Vancouver, BC, Canada",49.2827399,-123.12297,49.2831922,-123.1226942,1
4182,Theft From Auto Under $5000,2007,4,6XX GRANVILLE ST,600 GRANVILLE ST,"600 GRANVILLE ST , Vancouver, BC, Canada",49.2833707,-123.1165078,49.28356668,-123.1160743,1
4183,Theft From Auto Under $5000,2007,4,MAPLE ST / W 3RD AVE,MAPLE ST / W 3RD AVE,"MAPLE ST & W 3RD AVE , Vancouver, BC, Canada",49.26897,-123.1503,49.26945331,-123.1498283,1
4184,Theft From Auto Under $5000,2007,4,71XX GRANVILLE ST,7100 GRANVILLE ST,"7100 GRANVILLE ST , Vancouver, BC, Canada",49.2215875,-123.1398746,49.22173896,-123.1396884,1
4185,Theft From Auto Under $5000,2007,4,32XX GRANT ST,3200 GRANT ST,"3200 GRANT ST , Vancouver, BC, Canada",49.2712251,-123.0361794,49.27153525,-123.0357054,1
4186,Theft From Auto Under $5000,2007,4,20XX BARCLAY ST,2000 BARCLAY ST,"2000 BARCLAY ST , Vancouver, BC, Canada",49.2919573,-123.1407652,49.29234318,-123.1404269,1
4187,Theft From Auto Under $5000,2007,4,36XX BLOCK E 26TH AVE,3600 BLOCK E 26TH AVE,"3600 BLOCK E 26TH AVE , Vancouver, BC, Canada",49.2469051,-123.0259894,49.24707019,-123.0257455,1
4188,Theft From Auto Under $5000,2007,4,36XX KINGSWAY AVE,3600 KINGSWAY AVE,"3600 KINGSWAY AVE , Vancouver, BC, Canada",49.2320214,-123.0267836,49.23237623,-123.026599,1
4189,Theft From Auto Under $5000,2007,4,6XX GRANVILLE ST,600 GRANVILLE ST,"600 GRANVILLE ST , Vancouver, BC, Canada",49.2833707,-123.1165078,49.28374219,-123.1163284,1
4190,Theft From Auto Under $5000,2007,4,10XX BURNABY ST,1000 BURNABY ST,"1000 BURNABY ST , Vancouver, BC, Canada",49.2782962,-123.1304614,49.27848876,-123.1299901,1
4191,Theft From Auto Under $5000,2007,4,11XX E 10TH AVE,1100 E 10TH AVE,"1100 E 10TH AVE , Vancouver, BC, Canada",49.2613551,-123.0811359,49.26154512,-123.0809026,1
4192,Theft From Auto Under $5000,2007,4,13XX ROBSON ST,1300 ROBSON ST,"1300 ROBSON ST , Vancouver, BC, Canada",49.28707,-123.12925,49.28718371,-123.1290441,1
4193,Theft From Auto Under $5000,2007,4,30XX E GEORGIA ST,3000 E GEORGIA ST,"3000 E GEORGIA ST , Vancouver, BC, Canada",49.2781551,-123.04141,49.2784362,-123.041091,1
4194,Theft From Auto Under $5000,2007,4,1XX ROBSON ST,100 ROBSON ST,"100 ROBSON ST , Vancouver, BC, Canada",49.2775752,-123.1142182,49.27775387,-123.113733,1
4195,Theft From Auto Under $5000,2007,4,27XX E BROADWAY AVE,2700 E BROADWAY AVE,"2700 E BROADWAY AVE , Vancouver, BC, Canada",49.26114,-123.04893,49.26162064,-123.0486697,1
4196,Theft From Auto Under $5000,2007,4,52XX BLOCK WINDSOR ST,5200 BLOCK WINDSOR ST,"5200 BLOCK WINDSOR ST , Vancouver, BC, Canada",49.2375901,-123.0844989,49.23797825,-123.0842022,1
4197,Theft From Auto Under $5000,2007,4,3XX BLOCK HOMER ST,300 BLOCK HOMER ST,"300 BLOCK HOMER ST , Vancouver, BC, Canada",49.2838423,-123.1100259,49.28409475,-123.109684,1
4198,Theft From Auto Under $5000,2007,4,KEEFER ST / JACKSON AVE,KEEFER ST / JACKSON AVE,"KEEFER ST & JACKSON AVE , Vancouver, BC, Canada",49.27934,-123.09353,49.27944531,-123.0931747,1
4199,Theft From Auto Under $5000,2007,4,6XX BLOCK KINGHORNE MEWS,600 BLOCK KINGHORNE MEWS,"600 BLOCK KINGHORNE MEWS , Vancouver, BC, Canada",49.2729964,-123.1314526,49.2731835,-123.1311311,1
4200,Theft From Auto Under $5000,2007,4,11XX GRANVILLE ST,1100 GRANVILLE ST,"1100 GRANVILLE ST , Vancouver, BC, Canada",49.27778,-123.12465,49.27809425,-123.1244125,1
4201,Theft From Auto Under $5000,2007,4,5XX COLUMBIA ST,500 COLUMBIA ST,"500 COLUMBIA ST , Vancouver, BC, Canada",49.2802679,-123.1020846,49.28070064,-123.1015893,1
4202,Theft From Auto Under $5000,2007,4,7XX BLOCK ROBSON ST,700 BLOCK ROBSON ST,"700 BLOCK ROBSON ST , Vancouver, BC, Canada",49.2813352,-123.1200183,49.28148645,-123.1198392,1
4203,Theft From Auto Under $5000,2007,4,7XX W BROADWAY AVE,700 W BROADWAY AVE,"700 W BROADWAY AVE , Vancouver, BC, Canada",49.26302,-123.12013,49.2634668,-123.1198409,1
4204,Theft From Auto Under $5000,2007,4,7XX BLOCK SEYMOUR ST,700 BLOCK SEYMOUR ST,"700 BLOCK SEYMOUR ST , Vancouver, BC, Canada",49.2816172,-123.1172078,49.28209268,-123.1167422,1
4205,Theft From Auto Under $5000,2007,4,15XX BLOCK WILLIAM ST,1500 BLOCK WILLIAM ST,"1500 BLOCK WILLIAM ST , Vancouver, BC, Canada",49.2738747,-123.0731522,49.27409665,-123.0727111,1
4206,Theft From Auto Under $5000,2007,4,2XX BLOCK E GEORGIA ST,200 BLOCK E GEORGIA ST,"200 BLOCK E GEORGIA ST , Vancouver, BC, Canada",49.2783951,-123.0995238,49.27870578,-123.0990664,1
4207,Theft From Auto Under $5000,2007,4,27XX BLOCK W 15TH AVE,2700 BLOCK W 15TH AVE,"2700 BLOCK W 15TH AVE , Vancouver, BC, Canada",49.2584951,-123.1666425,49.25894207,-123.1664238,1
4208,Theft From Auto Under $5000,2007,4,ABBOTT ST / W PENDER ST,ABBOTT ST / W PENDER ST,"ABBOTT ST & W PENDER ST , Vancouver, BC, Canada",49.28109,-123.10757,49.28146906,-123.1072308,1
4209,Theft From Auto Under $5000,2007,4,6XX BLOCK DUNSMUIR ST,600 BLOCK DUNSMUIR ST,"600 BLOCK DUNSMUIR ST , Vancouver, BC, Canada",49.2829389,-123.1157009,49.28327934,-123.1152543,1
4210,Theft From Auto Under $5000,2007,4,34XX KINGSWAY AVE,3400 KINGSWAY AVE,"3400 KINGSWAY AVE , Vancouver, BC, Canada",49.2325298,-123.0330701,49.23268055,-123.0326407,1
4211,Theft From Auto Under $5000,2007,4,5XX RICHARDS ST,500 RICHARDS ST,"500 RICHARDS ST , Vancouver, BC, Canada",49.2831573,-123.1129627,49.28357593,-123.1126997,1
4212,Theft From Auto Under $5000,2007,4,7XX BLOCK SEYMOUR ST,700 BLOCK SEYMOUR ST,"700 BLOCK SEYMOUR ST , Vancouver, BC, Canada",49.2816172,-123.1172078,49.28175495,-123.1169659,1
4213,Theft From Auto Under $5000,2007,4,10XX W 13TH AVE,1000 W 13TH AVE,"1000 W 13TH AVE , Vancouver, BC, Canada",49.2595351,-123.1269407,49.25970759,-123.1268396,1
4214,Theft From Auto Under $5000,2007,4,5XX W 13TH AVE,500 W 13TH AVE,"500 W 13TH AVE , Vancouver, BC, Canada",49.2593451,-123.1152001,49.25979727,-123.1150156,1
4215,Theft From Auto Under $5000,2007,4,34XX KINGSWAY AVE,3400 KINGSWAY AVE,"3400 KINGSWAY AVE , Vancouver, BC, Canada",49.2325298,-123.0330701,49.23291528,-123.0326409,1
4216,Theft From Auto Under $5000,2007,4,JERVIS ST / ROBSON ST,JERVIS ST / ROBSON ST,"JERVIS ST & ROBSON ST , Vancouver, BC, Canada",49.28704,-123.12855,49.28723611,-123.1283222,1
4217,Theft From Auto Under $5000,2007,4,13XX ROBSON ST,1300 ROBSON ST,"1300 ROBSON ST , Vancouver, BC, Canada",49.28707,-123.12925,49.28732679,-123.1291499,1
4218,Theft From Auto Under $5000,2007,4,GRANVILLE ST / PACIFIC ST,GRANVILLE ST / PACIFIC ST,"GRANVILLE ST & PACIFIC ST , Vancouver, BC, Canada",49.27506,-123.12941,49.27532836,-123.1291276,1
4219,Theft From Auto Under $5000,2007,4,5XX W 13TH AVE,500 W 13TH AVE,"500 W 13TH AVE , Vancouver, BC, Canada",49.2593451,-123.1152001,49.25966418,-123.1147068,1
4220,Theft From Auto Under $5000,2007,4,RICHARDS ST / SMITHE ST,RICHARDS ST / SMITHE ST,"RICHARDS ST & SMITHE ST , Vancouver, BC, Canada",49.27904,-123.11947,49.27943123,-123.119195,1
